Answer,Followup Question
I couldn't finish my Bachelor's Degree. However I compensated the lieu by self-learned demanding skills the web industry currently.,Are you a good in the life?
If I can finish the overtime work within my working hours then its better for me.I will ask him I can work some extra hours in some urgent situation only.,What do you handle the line?
hardwork means we put in all our efforts to every thing that we need to do without prioritizing them while smart work means prioritizing our work on the basis of what we are actually doing into various subparts and then deciding how much time and effort do we need to put in each of these subparts. But this does not mean we forget hardwork while focusing on smart work. hardwork is required but in a smarter way.... this is the key idea of smart work,What do you a the relationship?
I am a commited worker and don't waste time. I am open for co-operation and adjustments. I am a fast learner as well.,What do you a the life?
I'm an M.Tech student who is an allrounder. I specialise in Electronic System Design. Since this organisation builds electronic components I will be able to contribute to the growth of the organisation. I also have good interpersonal skills and I'm a team player. This will help interact with people well and meet the deadlines for projects. All these qualities helped me achieve a lot of awards in my career and I would like to continue the same in this organization.,Do do time?
"Yes. In fact , a big big yes. At times I need someone to show me the light but most of the times, I am that guarding light for myself. And it's important as well because somebody can't be there all the time.",What do you a money?
"I usually make separation of life and work based on the time I give to each of them. When it's time to work, I dedicate entire time to work. But when it's time to spend life with family, I don't think about work and its pressure.",What do you a the life?
"Perseverance is a particular strength I am proud of. I am quite industrious. I don't like leaving anything before completion. I try my best to complete a task at hand. I am a true Sagittarian. I have worked in projects involving groups and have achieved success often. I don't get easily carried away by distractions. I am a bit stoic at heart. If you consider, phone usage as a measure, I consider mobile as a productivity tool only. I spend very little amount of time on social networking. I like trying new things out. I am very flexible with waking an sleeping times. In times of distress, I always believe in faith rather than hope. I am a true Gandhian at heart. Weakness I become a bit stressed during deadlines. I have willingness to complete but my productivity falls a bit on approaching a deadline. When I have less interest in work I am give, I tend to procastinate it.",What do you a the relationship?
I am a fresher so till now I have no idea of how things go on in a corporate world. That's why I can't answer this question very well.,What do you a the life?
"As long as it doesn't distrub my sleeping span I am fine with it, but if I have a problem with the amount of sleep I get then i would like to discuss with him and tell him that I am at my best when I get proper rest. As it affects my effectiveness of work I would ask him not to give me overtime often.",Do do you have the inspiration?
"I am definitely a risk-taker. One cannot move up the ladder of success without taking risks. Having said that, I take risks only after assuring that the damage is minimal in case I fail. I like taking risks as that will put me out of my comfortable place and give me new experiences. Also, risks make me work harder.",Are you a good in the life?
"It is never possible for anyone that in their lifespan they had never made a mistake.I also fall in that category,i was the organiser of the freshers party for our juniors.I used to be very careful with the money matters but the fund collection was done at the last moment and with all the preparations going i had not been able to list all the things that where the money is spent and lastly when i had to give the report of expenses there was a discrepancy between the amount we have and the amount we should have according to the collection and expenses.It was not so much but yes i had to fill it being the head of organising committee. After that it never happened to me ,i realised the importance of listing down of the expenses with the bill attached and also the responsibility of leading a committee for an event.",Are you a good in me?
"There is a quote which goes as, 'The body hates change'. Well, I have seen the quote few years back and realized that our mentality is resistant to change and if we are able to realize that try to change that, then we would be successful in the our field. I am always open to change and I wake up in the morning awaiting changes to my daily routine. That is why I am not a big fan of routine things such as a static time table.'",Why do i do you the
If you want to know how to make someone smile keep reading till the end of the line....good now read again.,What do you handle the line?
"I just completed my work and asked the coworker about his share ,when couldn't get any response .just told the boss about things and was ready to complete on my own but keeping it the notice of my boss",Are you a good in the life?
"It is said that change is the only constant in life, which is funny because it takes time to adapt to change. I am an optimist; so any change that occurs, I generally see it as a good one. But, more often than not, the opposite happens. I guess, to answer the question, all I can say is that I try to keep an open, unprejudiced mind about why the change is taking place and try my best to adapt to it in ways that benefit me.",Are you a good in me?
"It happens to me many times.I will share one incident, in my btech 3rd year I knew one girl who was my senior and she do not used to talk to anyone. I thought she is very rude and has so much over confidence.But one day I got injured and at that time nobody was around me but she was there and she got the aid box for me and left her important work just to be assure that I am fine.",Are you a good in me?
"If only would I get a chance to relive my last ten years, I would have enjoyed my life in a better way. I would have gone to more nature, adventure camps. I would have made a lot of mischief in school to make memories. I would have learnt more music. I would have spent more time helping the needy. I would have explored new places. I would have watched a lot of movies. I would have made myself into a better artist. I would have improved my GK. I would have learnt better coding.",What do you handle the line?
"i cant have perception to be creative,but some of my thoughts seems to be creative.one such example is the attitude i have towards others,every work others do either positive or negative,i hope there is some reason behind it,taking it in a creative way,may be it doesn't look creative,creativity is defined to me like this.",What do you a money?
Convince my parents I can do MS outside India in USA,Why do you get my income
"I once worked in a team of 5 individuals. 2 of themincluding myself are interested in working on the technicalities of the project while others are not. Hence, we divided the project work among ourselves depending on our interests. 2 of us worked on the technicalities of the project, one on implementation of those technicalities and while rest two of them helped in documentation of the project. But each time we ensured that we discuss with each other about our work during our meetings in order to ensure that everything is going in a right manner.",Are you a good in the life?
"It was at the time of C project in my first semester. The whole batch of my class still did not get to know each other and we were still missing those previous days. Then we were asked to do project in programming course. Since people were struggling for their ideas, I decided to help them. I made deal with them like If you need the idea you have to owe me a treat.",Are you a good in me?
I read a lot. I also write and draw. I sometimes work on non-work related passion projects. I also read a lot of articles online on various topics that I am interested in.,What do you a the life?
"Yes, I consider myself lucky just because I have human life where I have opportunity to learn and think. I am able to put my ideas in front of anyone. God blessed me with beautiful family. My parent is my strength. I am self-motivated person.",What do you get a fan to the beginner?
"I like master in communication skill. This skill is very much needed. This skill is just not for to communicate and express. This skill will help you to create a good character , convinced or influence with it. How to communicate to other that describe how confident you are.",What do you a the life?
Two sided people make me angry. They would say something in front of you but behind the scenes they would do something else. I have experienced it in during my internship.,Why do do you the
"Hard work and smart work are entirely different things. Although they are independent things, having existence on their own, smart work can result from hard work. So the major difference is that even though someone works really hard on something, there is necessarily no need that hisher resultant work should be something worth considering smart. Smart work comes as a result of careful and intelligent thinking followed by precise application of those ideas. This might involve a lot of hard work even though it is not necessary.",Are you a great job?
"I am a bit lazy person. I always keep goals like I have to wake up early, do my works in time and seep early. I try to achieve all these things.But most of the time I end up being lazy. So I give myself some incentives to achieve these goal.",What do you a the life?
First think that will come to my mind is that person for sure has more capabilities than me and that person age's will not induce any negative feeling in me and i will be glad to work under that person and gain knowledge from him.,Why do you get the problem?
"Well, Some say that I'm uncertain about what i wanna do with my life Clearly they don't understand me . They Often say that I'm a very moody person I easily slip into deep thoughts . they even stereotype me on my color but I'm sportive so....never take it to heart. Frankly, i try to be friendly with as many people as possible but deep inside, i know that atleast 30 of them think that I'm a dork",What do you to I to affect progress?
"As far as I am concerned, job satisfaction is more important. I don't think a huge salary alone can keep one satisfied with one's job. If we don't enjoy what we are doing then there is no point in doing what we do and there's no justice done to the work either.",Do do you think do me?
"A goal I did not meet was to set my own e-commerce store within 3 months. It was because I failed to manage time with my academics and it ended up being put on the back burner. How I handle it is with the thought of never giving up and that someday I might actually get back to it and I do try to work towards achieving it whenever I have free time, soI don't think of it as a complete failure till I give up on it.",Are you a good know?
"During the placements in final year of graduation, I had to prepare for campus drives and GATE at the same time. In that time prioritised the work by giving more importance to placements as GATE was after four months. I continued to attend classes for GATE so that I remain in touch with the syllabus and preparing for the placements in the rest of the time. After placements I switched my attention back to GATE.",What did you did the problem?
Success is in accomplishing tasks that would benefit a lot of people around you. I believe happiness is the unit of success. Accomplishing tasks against odds is the best form of success. I am still in the pursuing stage,What do you want to how
"I think, smart work is something where you have to think out of box.Smart work is taking innovative steps to complete the goal.By smart work, a person produce good results with less amount of work , but his solution to the problem has to be very unique. I think hardworking is something ,like doing a work continously or doing the work in a traditional way.By hardworking, a person may produce good results, but a lot of effort and time will be wasted.Since,most of the works are done in traditionl way,there is no new thing.",Are you a good in the life?
"Yes, I am a self-motivator. I always think how the better or stronger version of myself would do a particular work and tend to be that person which is a big self motivating technique that allows me to be motivated every time. I always evaluate any performance by comparing my previous performance with my current performance and this motivates to be a better version of myself. It is one of the skills which I think plays an essential part in driving me towards success.",What do you get a fan to the beginner?
"yes,a little bit but i believe luck is nothing without hard work. Only your hard work can makes u sound lucky .",Why do that?
"i cant have perception to be creative,but some of my thoughts seems to be creative.one such example is the attitude i have towards others,every work others do either positive or negative,i hope there is some reason behind it,taking it in a creative way,may be it doesn't look creative,creativity is defined to me like this.",What do you a money?
"No, that won't even solve any problem.It would just upset the other party. It's a waste of time. Lying is not an option at all.",How do you me?
"Most of the times, I welcome change and can adapt to it. Even if it may not be favorable some times, I believe change is essential. Hence even when the change is undesirable, I find that I can accept it more easily than most others.",Do do do you your
"The biggest challenge I faced so far was clearing GATE with a good score and I think I did achieve the results I aimed for. It was a challenge because I had quit my work to prepare for the exam. Unlike many who do it along with work, I quit my job to put in more efforts for my preparations. So, I didn't have a backup plan. Not achieving my target meant that I wouldn't have a job to fall back on. This was a real issue and handling the pressure was a indeed a challenge.",Why do that?
I generally start project or assignments very early. till now I hasn't faced any issues with deadline. It may be due to interest or sometimes due to fear I start early.,What do you a the two?
Time is always precious. I try to get through my work as soon as possible.,Why do you find in politics?
"There was once one of my friend who was not able come with our group to kashmir on a trip. The main reason was he did not have enough money for the expedition. He was very much excited to join us though and wanted to come if possible anyhow. Since he knew only me in my group and nobody else, I was someone whom he expected something from. Even I wanted to provide whatever I could. I then searched online for whatever offers I can get to reduce the money. I searched 2 days and was able to book hotels to stay there within our range. Next I asked one of my other friends to apply railway pass to com",Do do you have the time?
"The preparation of competetive exams after class 12 for engineering entrance is the most obvious time of heavy workload. I could not handle the time as well as my abilites were due to the habit of procastinating. Again, in the second time, I sufered a similar fate. I have complete faith on my abilites but can't trust my exeution and this is what exactly happened.",Why do that?
"A recent difficult situation I had faced was that of non cooperative team members. We had to write an open book, take home exam and we were in groups of three. We had to stay back during out holidays to complete the exam and one of my teammates refused to do so because she felt homesick. Initially, I was upset and stressed out because we had to complete the exam and there were only two of us and it counted for 50 weightage in a four credit course. That teammate was one of my best friends so that made it all the more difficult. However, I decided to compartmentalize. I decided to take matters into my hands, work hard and attempt to do my best without that teammate. In the end, I was successful and we managed a good grade.",Are you a good know?
"In one of the projects that I was assigned, when a co-worker wasn't doing her share of work properly, I tried to advise her to complete her share of work. I tried to help her out if she was facing any problems. But when the problem persisted and since she lacked intersest, I tried to let my higher authorities know that a group member was not co-operating.",Why do you get the problem?
"If I'm new to the place, my first step would be confronting the most hospitable guy for guidance. Given that I'm a bit nervous about talking with new people, I'd love to interact withe them preferably via any social networking site. If not that, then maybe directly confront them with the situation. I'll take it slow, maybe first get to know them and then present the problem.",What do you handle the line?
"In my First year at IIIT- Bangalore, we had a course called Introduction to Profession. As part of this course we had a project which was to be done by a group of 4 students. The team was randomly chosen and I did not know much about my teammates. When we met to work on our project, we decided that it made sense to divide the work amongst ourselves, in order to prevent repetitions. So we charted our future plan as to how we wanted to proceed with the project and each of us chose an area which we were most excited about without any problems. As promised I did my part of the work as per plan, but sadly some team mated did not meet the deadlines. However they also did not communicate this with the other team mates till the end. During the regular progress check meetings that we had, we just orally assured the others that everything was going fine and even if it was not for some team mates they said that everything was under control and I did not bother to cross check. I think this is a mistake on my part. When the time had come to integrate everyone's work, it became clear that one of our team mate did not generate much progress due to which our project on the whole could not be completed. The mistake I have made here is to not verify and check the progress made periodically and just believed the oral assurances. also since I was a in my first year I did not know about my team mates and how knowledgable and trust-worthy they are. At the end, the other team mates worked extra time to compensate for the incomplete work and we could finally complete our project on time.",Why do you go to work in this?
"It was at the time of C project in my first semester. The whole batch of my class still did not get to know each other and we were still missing those previous days. Then we were asked to do project in programming course. Since people were struggling for their ideas, I decided to help them. I made deal with them like 'If you need the idea you have to owe me a treat'.",Are you a good in me?
"By staying steady and thinking some positives..Looking at my goal in life, I agree certain changes, when it happens in my life",Why do that?
"According to me success is a state which a person reaches when heshe has fulfilled their dreams and no longer has to think about what to do next. Since it's a state, you either be in that state or you are not in that state, it is binary.",Are you a a confidence? person?
"In one of the projects that I was assigned, when a co-worker wasn't doing her share of work properly, I tried to advise her to complete her share of work. I tried to help her out if she was facing any problems. But when the problem persisted and since she lacked intersest, I tried to let my higher authorities know that a group member was not co-operating.",Why do you get the problem?
"Yes, while I was part of College society. I had some juniors working under me who very unprofessional. I handled him by calling all the team members individually and asked them who are the most contributing and disturbing members among their co-mates. they were given a hint that one of them has to be removed from the team. So the fear of getting removed from the team, made the unprofessional person get back to professional behavior.",What do you get a fan to the beginner?
I most probably am not able to balance life and work but i usely make a time table to create a temp. balance,What do you a the life?
"Once we had to organize an event in our college. It was again a team work. We sat for a week together and planned to organize that event. But due to lack of coordination the event was not successful and we felt very bad. The day of our event there was miss communication and chaos. As a team we failed. It was for the first time, there was such an event and it was not that successful.",What do you a the relationship?
"I am pursuing M.Tech. I opted for this because I felt the need to fill in the technical gaps, to understand how an Industry works and what Industry expects from graduated like myself. As now I feel my requirements are met. I don't have any motivation for studying further, as of now. In future, may be.",Are you a good in the life?
"I am not very social, which i hear a lot of times from my friends. I am introvert so i avoid going into social gatherings. I have been criticised for this many times.",What do you a the life?
"We did a project in the first year of college for our Electronics Lab course where we had to use Arduino and different hardware components to build anything. Inspired by our seniors who had built a vending machine, I wanted to build a coffee making machine which ultimately morphed into a tang making machine. It didn't take a lot of convincing to be honest, the team just needed to be convinced on how feasible a project like that would be especially in the limited time frame. I did a little research, asked a few people and modified the coffee idea into the tang idea to make it more feasible and everyone was on board.",What do you want to them?
Not going for placement in under graduation and completely focusing on my gate preparation was my best career move.,What do you interested
I most probably am not able to balance life and work but i usely make a time table to create a temp. balance,What do you a the life?
I would be an asset as I will put in my best effort. I will do the share of work allocated to me efficiently. I will try to create a friendly environment within the organization.,Are you a good in the life?
I do not have a particular instance. But many times the principle innocent until proven guilty' principle which i follow hasnt been true.',What do you a the life?
"Truly speaking, I have never done leadership in my entire life. But in my college, I was an NCC group leader for one month :D",Why do you get to the beginner?
"Yes, I am. I constantly push myself to new tasks and challenges that I set up for myself. I sometimes need a little push to start off though, but that is very rare.",What do you get a fan to find the beginner?
The greatest disappointment in my life till now is not getting selected into any of the IITs. I worked really hard for it. But I know where I made mistakes and at that I didnot handle the pressure very well. I am better off but still have that disappointment.,Why do that?
"I've never been able to relate to any human being completely.I've always felt a little like a fish out of water.Even with the people I'm close to.I have fun with them,really enjoy being in their company but at some point,I feel that they don't understand me that well.I wonder if other people feel this way or it's just me.Also,I can't merge with other people in a short time.I see people forming friends in a matter of minutes and they seem so close that I wonder if they know each other from years.Whereas with me,it takes years to get to that stage.Although life has taught me enough to considerably change this,I still feel that there's a lot of room for improvement.I hope,one day that I'll be able to do this with the ease that everyone does.",What do you a the relationship?
"I was always interested in learning music or any musical instruments. I enjoy listening to music so I would like to experience how it feels like making music and make others enjoy my music. For starters, I would like to improve my whistling skills. I would want to whistle a complete song. In long run, I might take up learning guitar or flute. Music has always been a stress-buster for me. Learning a musical instrument has been there in bucket list for a long time.",What do you a the life?
When I was deputed to chennai I was in office for 48 hours to meet customer requirement and finaly customer got happy with my efforts .,Why do you think the most?
"I am organised in terms of my schedules, meetings and other work related commitments. But, I like to keep my personal life and things slightly disorganised, inorder to keep fun and liveliness.",What do you a the life?
"The hardest decision I've taken is not at work but is was in my life its like choosing between IIT-R and IIIT-B. Its a kind of decision you can't take many people advise in this thing because you know it is at the last our Indian society which think IIT's as an top notch institute there's nothing better than that. So i was a very hard for me to decide. And i've come in this decision by talking to people who were currently studying here and reading many articles on internet. And result is good, it's like I cant compare them because I've lived only one experience but according to me the decision was paying off.",Why do that?
I am not interested in further studies. I like doing projects and therefore i like to do a job. I have done Masters so i know how to tackle problems. I would like to work in the industry rather than going for further studies.,What do you a the life?
"During my internship last summer, I was working on image data. My goal was to develop a software to examine the image and create a report. I created milestones without fully understanding the complexity involved in creating the project. As a result I encountered some problems during the development of the software and the project was not competed to the client's expectation. The biggest takeaway is that one should end significant time planning the strategy and also have some backup plans in case he original fails.",What did you did the problem?
"Let me first clarify, what I don't consider as success. 1. Getting top marks 2. Being multi-tasker For me success is doing what you love and excelling in it. I am refining my goals and aims based on knowledge and experience that I get everyday. I am on my path of success; a little bit behind the schedule, but on the track.",What do you a the relationship?
I have a great interest in coding and machine learning and i wanted to do some research in Machine Learning so there is a lot of chance for me to join your organisation and hope we can achieve something big.So in this way i think i can be an asset to this organistion.,What do you a the life?
"According to me success is a state which a person reaches when heshe has fulfilled their dreams and no longer has to think about what to do next. Since it's a state, you either be in that state or you are not in that state, it is binary.",Are you a a confidence? person?
i like to learn new things. which help me to keep going with getting boar. working in a team which help to improve your understanding and knowledge about the topic,What do you a the inspiration?
"If I'm due to some inevitable reasons unable to meet the goals, I would definitely try asking for help and intimate my superiors in advance, so that they are prepared for the same. As I mentioned earlier, the complete ownership of a job I signed up for is me. So if this is not done, I'm definitely the only person answerable for the same. So I will ask around for help from people whove had experience nd work extra harder to ensure that it is complete.",What do you handle the line?
I will actually feel regarding that inside me and later I will agree with it thinking that anything happened will be good for us as long it does not cause harm to other human beings.,What do you a the life?
"I always wanted to learn a musical instrument, like tabla or mridangam, but never got an opportunity to pursue it. If enough time, I would love to pursue this.",What do you a the life?
It depends on situation. If I feel that I am interested in some work and it involves risk in it then I would definitely take the risk and go ahead with the work. But if the work or task doesnot interest me then I would probably not take the risk involved in it. Sometimes if I feel that the work will help me to explore something very new and rare thing then I would take the risk.,Why do that?
Pressure affects most of our performances but actually handling the performance under pressure is what we mainly does in our 5 years of the study at the college.So by the end of the 5 years i definitely think that I will perform well under pressure.You basically need to have someone who pressures you on your work but you should never feel pressurized while working.,What do you a the relationship?
Smart Work helps you complete the task in lesser time using all possible ways.Hard work takes time but you gain a lot of knowledge,Why do you get the fan
"Depends on the work. If I am satisfied and happy with the work, if the working environment is positive and promoting growth, I would stick on longer.",What do you want to the person?
"Yes and No I believe true success is achieved when one is satisfied, content and happy. I consider my self successful in some areas like career, professional life etc. However I am yet to be successful in areas like social life. But I am not so worried because I feel I am becoming more and more successful day by day. There are a lot more areas in life I am yet to explore and find happiness in. Therefore in conclusion I think I am quite far from success but I will get there eventually.",Why do you get the job?
"I would prepare for my IITJEE and AIEEE exam in a more matured way. I would manage my time in a much better way than i had done before in utilizing it for playing various games of my interests, learn music which i always regret for not learning it and last but not the least learn how to be active in the public involving myself in group discussions, debates and many such things. I would also spend time in going for a trip atleast once in a year with my family.",Are you a good in the life?
"No, I believe in what decisions I take for myself. Even if they are wrong, I don't regret as at a point of time it was me who took that decision.",Why do i do you the
We had to come up with a idea for a project last semester. I think I tried to force my opinion on my team mates. I wanted them to follow my approach and that didn't turn out well. I realised that I was being very controlling over them and then I gave up. I opened my mind to their suggestions and we came up with a plan together.,Why do you get to be money?
"Yes, I am a self-motivator. I always think how the better or stronger version of myself would do a particular work and tend to be that person which is a big self motivating technique that allows me to be motivated every time. I always evaluate any performance by comparing my previous performance with my current performance and this motivates to be a better version of myself. It is one of the skills which I think plays an essential part in driving me towards success.",What do you get a fan to the beginner?
I am a commited worker and don't waste time. I am open for co-operation and adjustments. I am a fast learner as well.,What do you a the life?
"Ideally, I would of course like both. But yes, I am inclined more towards a job that I would enjoy than a job which pays quite a lot but makes me miserable. I would also take into account how I would fit in the environment at the workplace before making this decision.",What do you a the relationship?
"I preplanned all the work that had to be done before deadline. I planned these things in such a way that it should be completed much earlier than deadline. Because of these planning, even if anything would go wrong, i would have been prepared of the other plan and I would have much time to resolve the issue.",Are you a good in life?
"There was once one of my friend who was not able come with our group to kashmir on a trip. The main reason was he did not have enough money for the expedition. He was very much excited to join us though and wanted to come if possible anyhow. Since he knew only me in my group and nobody else, I was someone whom he expected something from. Even I wanted to provide whatever I could. I then searched online for whatever offers I can get to reduce the money. I searched 2 days and was able to book hotels to stay there within our range. Next I asked one of my other friends to apply railway pass to com",Do do you have the time?
"During my mtech course, I was very much over occupied with my subjects and projects that I took as open electives. Initially, I thought they are very good and I will be learning a lot through these. As time passed, I found myself relentlessly anguished with the amount of the work that was needed to be done. I have never been so much trapped in the work before. Hence, I didn't find any solution of how to start with. But then I used to see my other mates on how they manage their day , maintaining schedule and following it. Maybe it was a feeling of competition that pushed me to divide time for e",What did you did the problem?
I feel comfortable with working with a person younger to me. I get an opportunity to share my knowledge and experience. Also its a nice way of learning new and interesting ideas.,What do you a the life?
"depending on what problems i have, i will seek for the proper personnel and then discuss the problem with them. depending on how severe the problem is, i will take necessary steps like if it is a minor problem i will probably drop a mail and if it is a seriousissue, i will go and talk to them personally.",Why do you go to them?
"First, I would hear from him about the perspective he has on the matter or problem. Then analyse if his idea is right or wrong. If right then I would start by following it and asking his help if any issues arise. If i think his idea is not right then I would try to tell him what problems we can face using that idea and then would try to tell him my idea which can be better than what he has said so that he understands it and gives back suggestions to it. This I would find a correct or better idea of the two and would proceed by getting an answer to the matter or question.",What do you a the relationship?
"I am a very curious person by nature. I am always eager to learn new things. This question has brought up myriad of new skills which I would love to learn. However, given an opportunity, the first skill that I would love to learn is the skill to analyze languages which forms a major part of computational linguistics. Also, I am very eager to know about the latest technologies in the field of computational linguistics. Given an opportunity, I would also love to learn hip-hop dance",Are you a good in the life?
"I am a bit lazy a lot. I don't keep my room clean and my room partner is not happy with that. I am kind of a shy person and don't like to talk to every one very much which often make misunderstandings among people, which i suffer afterward. I dont like people to disturb me during work",What do you a the life?
In one sentence - confidence :I can do it and over-confidence: only I can do it.nConfidence - aim to achieve goal by taking others with you and appreciating their efforts while achieving the goal.nOver Confidence - aim for self growth.,Why do you get the problem?
"Since I was a teenager I had read a quote, Aim for the stars, and you will land on the moon. So having set a very high goal, I always hoped to land up at a good place. But well it did not turn out that way in my 12th exams. I was preparing for over 2 years for JEE exams. In preparing for the toughest exam, I thought I would end up at a decent place if not the top IITs. Things did not go that way. At times you lose it all. And that is what happened. I had to settle for a state university. I was pretty shaken up at the start. For the first semester or so, life was miserable. From the second semester onward, I shook myself up. DDU connect came into existence and into my life. And ever since it has been a rebuilding phasewhere I realized it is okay to not meet a goal. life does have other doors too. The road not taken, does not hurt much in the longer run, is what I have understood.",What do you want to them?
"First I would try to resolve the matter on my own. However, if it is a problem involving another colleague, I would try to talk to him and her. I would approach himher politely and discuss the matter calmly. If that does not resolve the issue, then I would take it up with my manager.",Why do you get the problem?
I do not have a particular instance. But many times the principle innocent until proven guilty' principle which i follow hasnt been true.',What do you a the life?
"I was doing a project on path-finding and maze-solving robots as part of my course project. The project did require the use of stereo-vision, but due to time constraints, I ended up cutting corners and demonstrated a robot which couldn't work efficiently enough due to the lack of a 3d view obtained from stereo-vision. I was criticized there for being negligent for cutting-corners and not putting enough effort. I have tried to prevent such accidents in my future work.",Are you a good in life?
"There is a quote which goes as, 'The body hates change'. Well, I have seen the quote few years back and realized that our mentality is resistant to change and if we are able to realize that try to change that, then we would be successful in the our field. I am always open to change and I wake up in the morning awaiting changes to my daily routine. That is why I am not a big fan of routine things such as a static time table.'",Why do i do you the
"During my first job, I was not very good at programming. So in order to not appear unskilled' before the people i spent extra efforts to learn the same. '",What did you a the line?
"I like master in communication skill. This skill is very much needed. This skill is just not for to communicate and express. This skill will help you to create a good character , convinced or influence with it. How to communicate to other that describe how confident you are.",What do you a the life?
"Once upon a time a friend of mine was giving me advice on some personal problem. I thought at that time that she was interfering unnecessarily in my life and she told me continously not to do what I am doing so,I stopped talking to her. But at later stage of my life i realised that she was correct and I misjudged her completely.",What do you a the relationship?
There needs to be a push to the cultural sctivities in the institute like formation of clubs or forum for different activities. That's the one thing that lacks right now.,Do do you aware of the time?
"Hard Work will lead you towards the progress but it might take you forever to accomplish that task. Smart work on the other hand will also take you to the goal but in a shorter span of time. If only hard work would have been the key to success then the person owning a donkey would be the richest, which is clearly not the case.",Why do that?
I would like to learn public speaking skills. This is one thing that I am not so good at and would like to learn it properly and professionally.,What do you a the life?
"I might be an asset because I put in my best to any work I take up. I am not shy of speaking my mind when necessary take it well when any positive criticism is directed at me. I would not say that I know everything and I am always keen to learn more. I think this job will help me to learn more and therefore, I am looking forward to it.",What do you a the life?
"If I am having some problem at my workplace i will first communicate with my team lead, and then i will communicate to HR manager.",What do you handle the line?
"I have work experience of only 2 years. So, I didn't get a chance to lead a team. But, I was given two freshers when i am just a one year senior to me. My Team lead was confident that i can train them to work in project well and so she gave the job to lead them. I gave my best to teach them stuff and everything is going well. Once i assigned a work to them and asked them to finish it by themselves, they messed up badly. Then our team lead came to the rescue and helped us out. That was the moment i realized the qualities needed for Team lead and started learning from everyone possible on how to become a good leader.",Are you a good in the life?
"I am passionate about coding. I believe in the quote that ' Talk is cheap, show me code ' . I also play and watch a lot of basketball and a huge fan of Michael Jordan. I love watching movies as well and Pawan Kalyan from Tollywood is my favorite actor. I spend free time with family.",Are you a good in the life?
"Hard work is working very hard without considering or thinking properly. Blindly working on something without proper thinking. In smart work, you think before you do anything.",Do Are you a a
I think joining IIITB has been my best career decision so far.,What do you a the life?
I tend to break my work into small parts and try to make them simpler by working on them one at a time. I tend to take a 5 min break after each target so that the mind is relieved for some time and not panic myself thinking about the work. I keep deadlines for each such target and try to complete it correctly and not hurrying and making it worse. If the work is not finished in the deadline then i will complete the work first and then sleep.,Are you a good in the life?
"Yes. After completion of my Schooling I was joined in a local college to study intermediate because I don't want to stay in hostel. But in our college they will just focus on state board exams but not on competitive exams like EAMCET,AIEEE,IIT..etc. These exams are the milestones of our lives as they will decide the college that we are going to join and so as our career. I got good marks in my state board exams but I didn't score well in my EAMCET because there is no proper coaching. As my rank is not good , I have joined in a normal college. This is the decision I regret.",What do you a money?
Explain the client why the idea will work. Explain the client how the idea is going to affect the business of them. By showing the rough estimates of the profits that client will get if the idea has been implemented. Telling them it could increase the number of customers for the client.,Why do you handle the problem?
"One such situation was when I had to choose my bachelors college. I was expecting a good rank in Karnataka state exam, COMEDK, but then there was a college in Dehradun who was offering its IT course to me. Obviously I wanted a college from COMEDK as they all were better than the Dehradun one. But the results were to be out after the deadline for applying to college in Dehradun. So in order to play safe I compromised for Dehradun. But then I had made my mind that whatever it takes to be on equal grounds with any student who goes to COMEDK college I will not leave anything. I worked hard and kept myself up for new challenges and to my surprise the college i opted for was not bad at all. I had a great time and learned a lot there. Cant say more than what i could have learned from any other college but definitely not less.",What do you a the relationship?
"They say when you look back at life, you never regret the things you did but the things that you did not do. Art to me was a passion since my childhood. When I came of age to decide my career path, a part of me wanted to become an architect. But I was also good at science and math and programming. I was advised by several family and teachers to make a wise decision. We were then in a deep financial crisis and I chose the financially most promising path. Sometimes, I still wonder if that was the right decision to make.",What do you want to make them?
I do not believe in giving extra time after office hours to the work at office. Mismatch between work life balance is a major cause of dissatisfaction with your job. So to avoid such situation I believe it is important to reap all benefits from office hours.,Are you a good in the life?
Confidence is to marking ownothers capabilities correctly and over-confidence is to over estimating something i.e. some more beyond its capability.,What do you want to you?
